Model_series,Dual Sim,VoLTE,5G,Vo5G,Ram,Battery,Foldable Display,Dual Display,External_Memory,Price,company,Inbuilt_memory,fast_charging,Water Drop Notch,with Punch Hole,Processor_,No _of_Rear,No _of_Front,Primary_rear_camera,Primary_front_camera,Number_of_core,pixal_D,PPI
K,1,1,0,0,8.0,4000,0,0,256.0,19990,oppo,128.0,30.0,1,0,snapdragon,4,1,64.0,32.0,8,2577.2077913897438,402.68871740464743
K,1,1,0,0,6.0,5000,0,0,1024.0,18999,oppo,128.0,33.0,0,0,snapdragon,3,1,50.0,16.0,8,2642.7531099215453,401.0247511261829
A,1,1,1,0,6.0,5000,0,0,1024.0,18990,oppo,128.0,33.0,0,0,dimensity,2,1,50.0,8.0,8,1765.4869016789673,269.1291008656963
A,1,1,1,0,4.0,5000,0,0,1024.0,18990,oppo,64.0,67.0,0,1,snapdragon,4,1,48.0,16.0,8,2631.8054639353572,404.89314829774725
F,1,1,0,0,6.0,4000,0,0,256.0,18990,oppo,128.0,30.0,1,0,snapdragon,4,1,16.0,16.0,8,2631.8054639353572,408.66544471045916
F,1,1,1,0,8.0,5000,0,0,1024.0,20699,oppo,256.0,67.0,0,0,snapdragon,3,1,64.0,32.0,8,2631.8054639353572,391.6377178475234
A,1,1,1,0,8.0,4800,0,0,1024.0,20990,oppo,128.0,67.0,0,0,snapdragon,2,1,108.0,16.0,8,2642.7531099215453,394.44076267485747
F,1,1,1,0,8.0,5000,0,0,1024.0,20999,oppo,256.0,67.0,0,0,dimensity,3,1,64.0,32.0,8,2642.7531099215453,394.44076267485747
A,1,1,1,0,8.0,5000,0,0,1024.0,20999,oppo,256.0,67.0,0,0,dimensity,2,1,64.0,8.0,8,2642.7531099215453,394.44076267485747
Reno,1,1,1,0,8.0,5000,0,0,2048.0,29999,oppo,256.0,67.0,0,0,dimensity,3,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
F,1,1,1,0,8.0,5100,0,0,1024.0,29999,oppo,128.0,67.0,0,0,snapdragon,3,1,64.0,32.0,8,2631.8054639353572,394.57353282389164
Reno,1,1,1,0,8.0,4310,0,0,256.0,29990,oppo,128.0,30.0,0,0,dimensity,4,1,48.0,16.0,8,2631.8054639353572,409.3010052776606
Reno,1,1,1,0,8.0,4300,0,0,0.0,29990,oppo,128.0,65.0,0,1,snapdragon,4,1,64.0,32.0,8,2631.8054639353572,409.3010052776606
K,1,1,1,0,8.0,5000,0,0,0.0,29990,oppo,128.0,80.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,397.5536954585132
K,1,1,1,0,8.0,5000,0,0,0.0,29990,oppo,128.0,80.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,397.5536954585132
F,1,1,1,0,8.0,4200,0,0,256.0,29990,oppo,128.0,65.0,0,0,dimensity,4,1,50.0,16.0,8,2686.6335812685734,417.82792865763196
Reno,1,1,1,0,8.0,4350,0,0,0.0,28900,oppo,128.0,65.0,0,0,dimensity,4,1,64.0,32.0,8,2631.8054639353572,403.03299600847737
Reno,1,1,1,0,12.0,4600,0,0,0.0,30200,oppo,256.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Reno,1,1,1,0,12.0,4500,0,0,1024.0,30900,oppo,256.0,65.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,401.8023609061614
Reno,1,1,1,0,16.0,4500,0,0,0.0,39999,oppo,256.0,67.0,0,0,dimensity,2,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Reno,1,1,1,0,8.0,4800,0,0,1024.0,38999,oppo,128.0,67.0,0,0,snapdragon,3,1,108.0,32.0,8,2642.7531099215453,394.44076267485747
F,1,1,1,0,8.0,5000,0,0,1024.0,36990,oppo,256.0,80.0,0,0,snapdragon,3,1,50.0,50.0,8,2642.7531099215453,389.78659438370875
Reno,1,1,1,0,8.0,5000,0,0,1024.0,35999,oppo,128.0,68.0,0,0,snapdragon,3,1,108.0,32.0,8,2642.7531099215453,388.64016322375664
Reno,1,1,1,0,12.0,4600,0,0,0.0,35990,oppo,256.0,80.0,0,0,dimensity,3,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Reno,1,1,1,0,12.0,5500,0,0,0.0,34990,oppo,256.0,100.0,0,0,dimensity,3,1,50.0,32.0,8,2937.724289309669,433.2926680397742
Reno,1,1,1,0,8.0,4500,0,0,0.0,42990,oppo,256.0,80.0,0,0,dimensity,3,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Reno,1,1,1,0,8.0,4500,0,0,0.0,42990,oppo,256.0,80.0,0,0,dimensity,3,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Reno,1,1,1,0,12.0,5000,0,0,0.0,44990,oppo,256.0,120.0,0,0,dimensity,3,1,50.0,32.0,8,3036.706110245112,450.549867988889
Reno,1,1,1,0,12.0,4500,0,0,0.0,44990,oppo,512.0,65.0,0,0,dimensity,3,1,50.0,32.0,8,2631.8054639353572,401.8023609061614
Reno,1,1,1,0,8.0,4500,0,0,0.0,44990,oppo,128.0,65.0,0,0,snapdragon,4,1,50.0,32.0,8,2631.8054639353572,401.8023609061614
Reno,1,1,1,0,12.0,4000,0,0,0.0,44999,oppo,256.0,65.0,0,0,snapdragon,3,1,48.0,32.0,8,2631.8054639353572,404.89314829774725
Reno,1,1,1,0,16.0,4700,0,0,0.0,45999,oppo,256.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,2642.7531099215453,394.44076267485747
Find,0,1,1,0,12.0,4200,0,0,0.0,47990,oppo,256.0,65.0,0,0,snapdragon,3,1,48.0,32.0,8,3479.9172403952366,519.3906328948115
Find,1,1,1,0,12.0,5000,0,0,0.0,47999,oppo,256.0,100.0,0,0,dimensity,3,1,64.0,32.0,8,3053.8657468854126,450.42267653177174
Reno,1,1,1,0,12.0,5000,0,0,0.0,49999,oppo,256.0,120.0,0,0,dimensity,3,1,64.0,50.0,8,3509.073951913809,517.5625297807978
Reno,1,1,1,0,12.0,4700,0,0,0.0,49499,oppo,256.0,100.0,0,0,snapdragon,3,1,64.0,32.0,8,3036.706110245112,450.549867988889
Find,1,1,1,0,12.0,4500,0,0,0.0,50990,oppo,256.0,65.0,0,0,snapdragon,4,1,50.0,32.0,8,3523.670813228727,525.9210168998101
Find,1,1,1,0,12.0,4880,0,0,0.0,54990,oppo,256.0,80.0,0,0,dimensity,3,1,50.0,32.0,8,3036.706110245112,450.549867988889
Find,1,1,1,0,12.0,5000,0,0,0.0,69990,oppo,256.0,100.0,0,0,snapdragon,4,1,50.0,32.0,8,3479.9172403952366,510.2517947793602
Find,1,1,1,0,12.0,5000,0,0,0.0,71990,oppo,256.0,100.0,0,0,snapdragon,3,1,50.0,32.0,8,3479.9172403952366,510.2517947793602
Find,1,1,1,0,8.0,4500,0,0,0.0,78990,oppo,256.0,80.0,0,0,snapdragon,4,1,50.0,32.0,8,3523.670813228727,525.9210168998101
Find,1,1,1,0,12.0,5000,0,0,0.0,79990,oppo,256.0,100.0,0,0,snapdragon,4,1,50.0,32.0,8,3479.9172403952366,509.50472040925865
Find,1,1,1,0,8.0,5000,0,0,0.0,79990,oppo,256.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,3523.670813228727,525.9210168998101
Find,1,1,1,0,8.0,4800,0,0,0.0,84990,oppo,256.0,80.0,0,0,snapdragon,3,1,50.0,32.0,8,2631.8054639353572,401.8023609061614
Find,1,1,1,0,12.0,4300,1,1,0.0,84999,oppo,256.0,44.0,0,0,dimensity,3,1,50.0,32.0,8,2741.678318111007,403.187987957501
Find,0,1,1,0,8.0,4300,1,1,0.0,89990,oppo,128.0,44.0,0,0,dimensity,2,1,50.0,32.0,8,2683.281572999748,394.6002313234923
Find,1,1,1,0,8.0,4300,1,1,0.0,89999,oppo,256.0,44.0,0,0,dimensity,2,1,50.0,32.0,8,2741.678318111007,403.187987957501
Find,1,1,1,0,12.0,4520,1,1,0.0,94990,oppo,256.0,67.0,0,0,snapdragon,3,2,50.0,32.0,8,2626.3404196714487,369.90710136217587
Find,0,1,1,0,12.0,5000,1,1,0.0,99990,oppo,256.0,80.0,0,0,snapdragon,2,1,108.0,32.0,8,3847.076812334269,563.2616123476236
Find,1,1,1,0,8.0,5000,1,1,0.0,99990,oppo,256.0,67.0,0,0,snapdragon,3,1,64.0,32.0,8,2626.3404196714487,369.90710136217587
X,0,1,0,0,8.0,4000,0,1,0.0,134999,oppo,256.0,45.0,0,0,snapdragon,3,1,64.0,16.0,8,3509.073951913809,474.1991826910553
Find,0,1,1,0,12.0,4260,0,0,0.0,129990,oppo,512.0,65.0,0,0,snapdragon,3,1,48.0,32.0,8,3479.9172403952366,519.3906328948115
Find,1,1,1,0,12.0,4820,1,1,0.0,119900,oppo,256.0,120.0,0,0,snapdragon,3,2,108.0,32.0,8,2626.3404196714487,347.3995264115673
Find,1,1,1,0,12.0,4805,1,1,0.0,114990,oppo,512.0,67.0,0,0,snapdragon,3,2,64.0,32.0,8,3331.279634014533,425.9948381092753
Z,1,1,1,0,4.0,5000,0,0,1024.0,10990,iqoo,128.0,15.0,1,0,dimensity,2,1,13.0,5.0,8,1754.5369759569046,269.5141284111989
Z,1,1,1,0,6.0,5000,0,0,1024.0,11999,iqoo,128.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
Z,1,1,1,0,4.0,5000,0,0,1024.0,12899,iqoo,64.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
Z,1,1,0,0,4.0,5000,0,0,1024.0,12990,iqoo,64.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
Z,1,1,1,0,8.0,6000,0,0,1024.0,13499,iqoo,128.0,44.0,0,0,snapdragon,2,1,50.0,8.0,8,2639.102877873464,392.7236425406941
Z,1,1,1,0,4.0,5000,0,0,1024.0,13990,iqoo,128.0,18.0,0,0,snapdragon,3,1,50.0,16.0,8,2639.102877873464,401.07946472241093
U,1,1,1,0,6.0,5000,0,0,0.0,13990,iqoo,128.0,18.0,1,0,snapdragon,3,1,13.0,8.0,8,2631.8054639353572,404.2711926167984
Z,1,1,0,0,6.0,5000,0,0,1024.0,14990,iqoo,64.0,33.0,0,0,snapdragon,2,1,50.0,8.0,8,2639.102877873464,399.8640724050703
Z,1,1,1,0,8.0,6000,0,0,1024.0,15990,iqoo,128.0,80.0,0,1,snapdragon,2,1,50.0,8.0,8,2620.867032109794,394.70889037798105
Z,1,1,1,0,6.0,6000,0,0,0.0,15990,iqoo,128.0,44.0,1,0,dimensity,2,1,50.0,8.0,8,2639.102877873464,401.07946472241093
U,1,1,1,0,4.0,5000,0,0,0.0,15990,iqoo,128.0,18.0,1,0,dimensity,2,1,13.0,8.0,8,1754.5369759569046,269.5141284111989
Z,1,1,1,0,8.0,4500,0,0,1024.0,15999,iqoo,128.0,44.0,0,0,snapdragon,2,1,64.0,16.0,8,2620.867032109794,410.7942056598423
Z,1,1,1,0,6.0,4500,0,0,1024.0,17990,iqoo,128.0,44.0,0,0,snapdragon,2,1,64.0,16.0,8,2620.867032109794,410.7942056598423
Z,1,1,1,0,8.0,5000,0,0,1024.0,17999,iqoo,128.0,18.0,0,0,snapdragon,3,1,50.0,16.0,8,2639.102877873464,401.07946472241093
Z,1,1,1,0,8.0,5000,0,0,0.0,18990,iqoo,128.0,120.0,0,0,snapdragon,2,1,64.0,16.0,8,2620.867032109794,394.70889037798105
U,1,1,1,0,4.0,5000,0,0,512.0,18990,iqoo,128.0,18.0,0,0,dimensity,2,1,13.0,5.0,8,1754.5369759569046,269.5141284111989
Z,1,1,1,0,8.0,5000,0,0,0.0,19499,iqoo,256.0,120.0,0,0,dimensity,2,1,64.0,16.0,8,2620.867032109794,394.70889037798105
Z,1,1,1,0,8.0,6000,0,0,1024.0,19990,iqoo,128.0,67.0,0,0,snapdragon,2,1,64.0,16.0,8,2620.867032109794,394.70889037798105
Z,1,1,1,0,8.0,5000,0,0,1024.0,19999,iqoo,128.0,44.0,0,0,dimensity,2,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
Z,1,1,1,0,8.0,4500,0,0,0.0,19990,iqoo,128.0,80.0,0,0,snapdragon,3,1,64.0,8.0,8,2620.867032109794,394.70889037798105
Z,1,1,1,0,6.0,5000,0,0,0.0,19990,iqoo,128.0,33.0,0,0,snapdragon,3,1,50.0,8.0,8,2631.8054639353572,408.66544471045916
Z,1,1,1,0,8.0,5000,0,0,1024.0,21838,iqoo,256.0,44.0,0,0,dimensity,2,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
Z,1,1,1,0,8.0,4600,0,0,0.0,22486,iqoo,128.0,66.0,0,0,dimensity,2,1,64.0,16.0,8,2631.8054639353572,388.1718973355984
Neo,1,1,1,0,8.0,4700,0,0,0.0,22990,iqoo,128.0,80.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,397.5536954585132
Z,1,1,1,0,6.0,4500,0,0,0.0,22999,iqoo,128.0,80.0,0,0,dimensity,3,1,50.0,16.0,8,2642.7531099215453,410.36538973937036
Neo,1,1,1,0,8.0,5000,0,0,0.0,29999,iqoo,128.0,120.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,388.1718973355984
Other,1,1,1,0,12.0,6000,0,0,0.0,29990,iqoo,256.0,80.0,0,0,snapdragon,2,1,50.0,16.0,8,3070.439707924583,452.8672135581981
Neo,1,1,1,0,8.0,5000,0,0,0.0,29990,iqoo,128.0,150.0,0,0,snapdragon,3,1,50.0,32.0,8,2631.8054639353572,385.8952293160348
Z,1,1,1,0,8.0,4500,0,0,1024.0,29990,iqoo,128.0,65.0,0,0,snapdragon,4,1,64.0,16.0,8,2686.6335812685734,408.92444159339016
Neo,1,1,1,0,12.0,4880,0,0,0.0,28999,iqoo,256.0,120.0,0,0,snapdragon,2,1,50.0,16.0,8,3070.439707924583,452.8672135581981
Neo,1,1,1,0,12.0,5160,0,0,0.0,26990,iqoo,256.0,120.0,0,0,snapdragon,2,1,50.0,16.0,8,3070.439707924583,452.8672135581981
Neo,1,1,1,0,8.0,4400,0,0,0.0,25999,iqoo,128.0,66.0,0,0,snapdragon,3,1,48.0,16.0,8,2631.8054639353572,397.5536954585132
Z,1,1,1,0,8.0,5000,0,0,0.0,25990,iqoo,128.0,120.0,0,0,snapdragon,3,1,108.0,32.0,8,2642.7531099215453,396.2148590587024
Neo,1,1,1,0,12.0,5160,0,0,0.0,30990,iqoo,256.0,150.0,0,0,snapdragon,2,1,64.0,32.0,8,3070.439707924583,451.5352511653799
Neo,1,1,1,0,8.0,5000,0,0,0.0,32990,iqoo,256.0,120.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,388.1718973355984
Neo,1,1,1,0,8.0,5000,0,0,0.0,33990,iqoo,128.0,120.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,388.1718973355984
Neo,1,1,1,0,8.0,5160,0,0,0.0,34999,iqoo,128.0,120.0,0,0,snapdragon,2,1,50.0,16.0,8,3070.439707924583,452.8672135581981
Neo,1,1,1,0,8.0,5160,0,0,0.0,36999,iqoo,256.0,120.0,0,0,snapdragon,2,1,50.0,16.0,8,3070.439707924583,452.8672135581981
Other,1,1,1,0,8.0,5000,0,0,0.0,37990,iqoo,128.0,15.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,397.5536954585132
Neo,1,1,1,0,16.0,4880,0,0,0.0,38990,iqoo,256.0,120.0,0,0,dimensity,2,1,50.0,16.0,8,3070.439707924583,452.8672135581981
Neo,1,1,1,0,8.0,5000,0,0,0.0,39990,iqoo,256.0,120.0,0,0,dimensity,2,1,50.0,16.0,8,3070.439707924583,452.8672135581981
Other,1,1,1,0,8.0,4200,0,0,0.0,39990,iqoo,128.0,66.0,0,0,snapdragon,3,1,50.0,16.0,8,2631.8054639353572,397.5536954585132
Neo,1,1,1,0,12.0,5160,0,0,0.0,38999,iqoo,256.0,120.0,0,0,snapdragon,2,1,50.0,16.0,8,3070.439707924583,452.8672135581981
Other,1,1,1,0,8.0,4350,0,0,0.0,42990,iqoo,128.0,120.0,0,0,snapdragon,3,1,48.0,16.0,8,2609.9379302964276,397.85639181347983
Other,1,1,1,0,12.0,4700,0,0,0.0,43990,iqoo,256.0,200.0,0,0,snapdragon,3,1,50.0,16.0,8,3509.073951913809,517.5625297807978
Neo,1,1,1,0,12.0,5000,0,0,0.0,44990,iqoo,256.0,120.0,0,0,snapdragon,3,1,50.0,32.0,8,3070.439707924583,452.8672135581981
Other,1,1,1,0,16.0,5000,0,0,0.0,44999,iqoo,256.0,120.0,0,0,snapdragon,3,1,50.0,16.0,8,3509.073951913809,517.5625297807978
Other,1,1,1,0,12.0,4800,0,0,0.0,49990,iqoo,256.0,120.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,388.1718973355984
Other,1,1,1,0,12.0,4350,0,0,0.0,52652,iqoo,256.0,120.0,0,0,snapdragon,3,1,48.0,16.0,8,2609.9379302964276,397.85639181347983
Other,1,1,1,0,12.0,5000,0,0,0.0,52999,iqoo,256.0,120.0,0,0,snapdragon,3,1,64.0,16.0,8,3070.439707924583,452.8672135581981
Other,1,1,1,0,16.0,5000,0,0,0.0,57999,iqoo,512.0,120.0,0,0,snapdragon,3,1,64.0,16.0,8,3070.439707924583,452.8672135581981
Other,1,1,1,0,8.0,4700,0,0,0.0,58990,iqoo,256.0,200.0,0,0,snapdragon,3,1,50.0,16.0,8,3509.073951913809,517.5625297807978
Other,1,1,1,0,8.0,4700,0,0,0.0,58990,iqoo,256.0,200.0,0,0,snapdragon,3,1,50.0,16.0,8,3509.073951913809,517.5625297807978
Other,1,1,1,0,12.0,6000,0,0,0.0,64990,iqoo,256.0,120.0,0,0,snapdragon,3,1,108.0,32.0,8,3882.4734384152584,570.951976237538
Other,1,1,1,0,16.0,5100,0,0,0.0,64990,iqoo,256.0,120.0,0,0,snapdragon,3,1,64.0,16.0,8,3509.073951913809,517.5625297807978
Other,1,1,1,0,8.0,4700,0,0,0.0,64990,iqoo,256.0,120.0,0,0,snapdragon,3,1,50.0,16.0,8,3509.073951913809,517.5625297807978
Other,1,1,1,0,12.0,5000,0,0,0.0,72990,iqoo,512.0,250.0,0,0,snapdragon,3,1,200.0,60.0,8,3509.073951913809,516.0402870461485
Other,1,1,1,0,12.0,4700,0,0,0.0,76429,iqoo,256.0,120.0,0,0,snapdragon,3,1,50.0,16.0,8,3509.073951913809,517.5625297807978
C,1,1,0,0,6.0,5000,0,0,1024.0,6999,poco,128.0,18.0,0,0,helio,2,1,8.0,5.0,8,1800.2499826412998,268.2935890672578
C,1,1,0,0,4.0,5000,0,0,1024.0,6999,poco,64.0,10.0,1,0,helio,2,1,50.0,5.0,8,1800.2499826412998,268.2935890672578
C,1,1,0,0,3.0,5000,0,0,512.0,7299,poco,32.0,10.0,1,0,helio,2,1,8.0,5.0,4,1754.5369759569046,269.1007631835743
C,1,1,0,0,6.0,5000,0,0,1024.0,7499,poco,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,260.31705874731523
C,1,1,0,0,4.0,5000,0,0,512.0,7580,poco,64.0,67.0,1,0,helio,3,1,13.0,5.0,8,1754.5369759569046,268.68866400565156
C,1,1,0,0,3.0,5000,0,0,512.0,7890,poco,32.0,67.0,1,0,helio,3,1,13.0,5.0,8,1754.5369759569046,268.68866400565156
M,1,1,0,0,4.0,6000,0,0,512.0,7972,poco,64.0,18.0,1,0,snapdragon,3,1,48.0,8.0,8,2577.2077913897438,394.6719435512624
C,1,1,0,0,4.0,5000,0,0,1024.0,7990,poco,64.0,18.0,1,0,helio,2,1,50.0,8.0,8,1827.785545407338,271.5877482031706
C,1,1,0,0,8.0,5000,0,0,1024.0,7999,poco,256.0,18.0,0,0,helio,3,1,50.0,8.0,8,1754.5369759569046,260.31705874731523
C,1,1,0,0,6.0,5000,0,0,1024.0,7999,poco,128.0,10.0,1,0,helio,2,1,50.0,5.0,8,1800.2499826412998,268.2935890672578
C,1,1,0,0,3.0,5000,0,0,512.0,7999,poco,32.0,67.0,1,0,helio,1,1,13.0,5.0,8,1754.5369759569046,268.68866400565156
M,1,1,0,0,6.0,6000,0,0,512.0,8490,poco,64.0,18.0,1,0,snapdragon,3,1,48.0,8.0,8,2577.2077913897438,394.6719435512624
C,1,1,0,0,4.0,5000,0,0,512.0,8490,poco,64.0,67.0,1,0,helio,3,1,13.0,5.0,8,1754.5369759569046,268.68866400565156
C,1,1,0,0,4.0,5000,0,0,1024.0,8499,poco,64.0,10.0,1,0,helio,2,1,8.0,5.0,8,1754.5369759569046,269.1007631835743
M,1,1,0,0,4.0,5000,0,0,512.0,8689,poco,64.0,18.0,1,0,helio,4,1,13.0,8.0,8,2577.2077913897438,394.6719435512624
C,1,1,0,0,3.0,5000,0,0,512.0,8990,poco,64.0,18.0,0,0,helio,3,1,13.0,8.0,8,1754.5369759569046,266.6469568323563
M,1,1,0,0,4.0,5000,0,0,512.0,8999,poco,64.0,18.0,0,0,helio,3,1,50.0,8.0,8,2631.8054639353572,399.97043524853456
C,1,1,0,0,6.0,5000,0,0,1024.0,8999,poco,128.0,10.0,1,0,helio,2,1,8.0,5.0,8,1754.5369759569046,269.1007631835743
C,1,1,0,0,6.0,5000,0,0,1024.0,8999,poco,128.0,33.0,0,0,helio,2,1,50.0,13.0,8,1754.5369759569046,258.7812648903989
C,1,1,0,0,3.0,5000,0,0,1024.0,8999,poco,32.0,67.0,1,0,helio,1,1,13.0,8.0,8,1754.5369759569046,263.0490218825944
M,1,1,1,0,6.0,5000,0,0,1024.0,9999,poco,128.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
M,1,1,1,0,6.0,5000,0,0,1024.0,9999,poco,128.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,1800.2499826412998,267.0994039527151
M,1,1,1,0,4.0,5000,0,0,512.0,9990,poco,64.0,18.0,0,0,dimensity,2,1,50.0,8.0,8,2631.8054639353572,399.97043524853456
C,1,1,0,0,4.0,5000,0,0,1024.0,9990,poco,128.0,33.0,0,0,helio,2,1,50.0,13.0,8,1827.785545407338,269.5848887031472
C,1,1,0,0,4.0,5000,0,0,1024.0,9990,poco,128.0,33.0,0,0,helio,3,1,50.0,16.0,8,1754.5369759569046,258.7812648903989
M,1,1,0,0,6.0,5000,0,0,512.0,9990,poco,128.0,18.0,1,0,helio,4,1,13.0,8.0,8,2577.2077913897438,394.6719435512624
M,1,1,0,0,4.0,5000,0,0,512.0,9799,poco,64.0,33.0,0,1,snapdragon,4,1,48.0,16.0,8,2631.8054639353572,394.57353282389164
M,1,1,0,0,6.0,5000,0,0,512.0,9690,poco,64.0,18.0,1,0,helio,4,1,13.0,8.0,8,2577.2077913897438,394.6719435512624
M,1,1,1,0,4.0,5000,0,0,1024.0,9499,poco,128.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
M,1,1,1,0,4.0,5000,0,0,1024.0,9249,poco,128.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,1800.2499826412998,267.0994039527151
M,1,1,0,0,6.0,5000,0,0,1024.0,10330,poco,64.0,33.0,0,0,helio,3,1,64.0,16.0,8,2631.8054639353572,409.3010052776606
M,1,1,1,0,8.0,5000,0,0,1024.0,10499,poco,256.0,18.0,0,0,dimensity,2,1,50.0,5.0,8,1800.2499826412998,267.0994039527151
M,1,1,0,0,6.0,5000,0,0,512.0,10880,poco,64.0,33.0,0,1,snapdragon,4,1,48.0,16.0,8,2631.8054639353572,394.57353282389164
M,1,1,0,0,4.0,5000,0,0,1024.0,10999,poco,128.0,33.0,0,0,helio,3,1,64.0,8.0,8,2686.6335812685734,395.09317371596666
M,1,1,1,0,8.0,5000,0,0,1024.0,11499,poco,256.0,18.0,0,0,snapdragon,2,1,50.0,8.0,8,2686.6335812685734,395.6750487877133
M,1,1,0,0,6.0,5000,0,0,1024.0,11539,poco,128.0,33.0,0,0,helio,3,1,64.0,16.0,8,2631.8054639353572,409.3010052776606
M,1,1,0,0,6.0,5000,0,0,512.0,11990,poco,128.0,18.0,0,0,helio,3,1,50.0,8.0,8,2631.8054639353572,399.97043524853456
M,1,1,1,0,6.0,5000,0,0,512.0,12194,poco,128.0,18.0,0,0,dimensity,2,1,50.0,8.0,8,2631.8054639353572,399.97043524853456
M,1,1,0,0,8.0,5000,0,0,1024.0,12490,poco,128.0,33.0,0,0,helio,3,1,64.0,16.0,8,2631.8054639353572,409.3010052776606
M,1,1,1,0,6.0,5000,0,0,1024.0,12990,poco,128.0,33.0,0,0,dimensity,2,1,50.0,16.0,8,2686.6335812685734,396.2586403050993
M,1,1,0,0,8.0,5000,0,0,1024.0,12990,poco,256.0,67.0,0,0,helio,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
M,1,1,0,0,6.0,5000,0,0,512.0,12999,poco,64.0,18.0,0,1,snapdragon,3,1,64.0,8.0,8,2577.2077913897438,394.6719435512624
M,1,1,0,0,6.0,5000,0,0,512.0,13267,poco,128.0,33.0,0,1,snapdragon,4,1,48.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,0,0,6.0,6000,0,0,512.0,13290,poco,64.0,33.0,0,0,snapdragon,4,1,64.0,20.0,8,2631.8054639353572,394.57353282389164
M,1,1,1,0,4.0,5000,0,0,1024.0,13490,poco,64.0,18.0,0,0,dimensity,3,1,48.0,8.0,8,2631.8054639353572,404.89314829774725
X,1,1,1,0,6.0,5000,0,0,1024.0,13999,poco,128.0,33.0,0,0,snapdragon,3,1,48.0,13.0,8,2631.8054639353572,394.57353282389164
M,1,1,1,0,4.0,5000,0,0,1024.0,13999,poco,64.0,33.0,0,0,dimensity,2,1,50.0,16.0,8,2631.8054639353572,398.7584036265693
M,1,1,1,0,6.0,5000,0,0,1024.0,14499,poco,128.0,33.0,0,0,dimensity,2,1,50.0,16.0,8,2631.8054639353572,398.7584036265693
M,1,1,1,0,8.0,5000,0,0,1024.0,14899,poco,128.0,33.0,0,0,dimensity,2,1,50.0,16.0,8,2631.8054639353572,398.7584036265693
X,1,1,1,0,6.0,5000,0,0,1024.0,14950,poco,64.0,67.0,0,0,snapdragon,3,1,64.0,16.0,8,2631.8054639353572,394.57353282389164
M,1,1,0,0,4.0,5000,0,0,1024.0,14990,poco,64.0,33.0,0,1,helio,4,1,64.0,13.0,8,2631.8054639353572,409.3010052776606
X,1,1,1,0,6.0,5000,0,0,1024.0,14990,poco,128.0,67.0,0,0,dimensity,3,1,50.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,5000,0,0,1024.0,14999,poco,128.0,33.0,0,0,dimensity,2,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
X,1,1,0,0,8.0,6000,0,0,512.0,15590,poco,128.0,33.0,0,0,snapdragon,4,1,64.0,20.0,8,2631.8054639353572,394.57353282389164
X,1,1,0,0,6.0,4500,0,0,512.0,15990,poco,128.0,27.0,0,0,snapdragon,4,2,64.0,20.0,8,2631.8054639353572,394.57353282389164
X,1,1,1,0,8.0,5000,0,0,1024.0,15999,poco,256.0,33.0,0,0,snapdragon,3,1,48.0,13.0,8,2631.8054639353572,394.57353282389164
X,1,1,0,0,6.0,6000,0,0,512.0,15999,poco,128.0,33.0,0,0,snapdragon,4,1,64.0,20.0,8,2631.8054639353572,394.57353282389164
M,1,1,1,0,4.0,5000,0,0,1024.0,15999,poco,64.0,33.0,0,0,dimensity,2,1,50.0,16.0,8,2642.7531099215453,399.81136307436384
X,1,1,1,0,12.0,5000,0,0,1024.0,16999,poco,256.0,33.0,0,0,dimensity,2,1,108.0,16.0,8,2631.8054639353572,394.57353282389164
